sequence,hash,date,type,release,capabilities,subject_capabilities,references,files,insertions,deletions,subject
854,b491338d9d0936bacfe498e71f6eed906703d476,2026-04-05T02:18:25Z,fix,no,drones,drones,,1,11,2,fix(drones): stop false diminishing-returns escalations on long turns
855,7b9b16929669534613e6fa8b0b9afc24562522fe,2026-04-05T02:18:37Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.2 [skip ci]
856,a19fe2885b2add32e666bbec4bf6c55944191948,2026-04-05T14:30:41Z,refactor,no,tasks;drones;jira;messaging;resources;testing_quality,testing_quality,,16,147,118,"refactor: audit remediation — perf, types, dedup"
857,7ce145b00dca3a67d347b4a534c68512aa2ed49f,2026-04-05T14:30:59Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.3 [skip ci]
858,07a0c4df3e2686621efcbae48090b7d648c34eec,2026-04-05T15:17:29Z,fix,no,mobile_pwa;resources;settings;deploy_release;testing_quality,mobile_pwa;settings,,7,317,19,fix: swarm stop command + notifications config round-trip
859,1fd13ac07154a042395e759857955c2b9b5f5e2c,2026-04-05T15:17:42Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.4 [skip ci]
860,3f71bc7ff4a9a4f8344f145523fca5cbebf56f0f,2026-04-05T15:25:44Z,fix,no,messaging;deploy_release;testing_quality,messaging;deploy_release,,4,132,11,fix: swarm update CDN cache bug + missed error-message replacement
861,3cb2741f51b1c15ee73fddb69d12f27b6af918d5,2026-04-05T15:25:52Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.5 [skip ci]
862,01e34070fe7725e35bf29e6a5f12ff645e9029b0,2026-04-05T15:32:32Z,fix,no,security_auth;testing_quality,security_auth,,2,202,12,fix(cli): send Bearer token on all daemon API calls
863,6738093f4633503fbd53e360b33dd1571e3be08a,2026-04-05T15:32:40Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.6 [skip ci]
864,e8dbca35216e309ceaf7cf74fbd54e1b0a1f57ba,2026-04-05T15:57:10Z,fix,no,settings;testing_quality,settings,,8,311,47,fix(config): save_config_to_db is non-destructive to approval rules
865,f27bffa411dbf95c785d95d2f4a0c9566dc77687,2026-04-05T15:57:18Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.7 [skip ci]
866,541075af2fad50767d814bdfbd5ed8b471338947,2026-04-05T16:15:30Z,fix,no,recovery;resources;settings;testing_quality,recovery;resources;settings,,7,337,35,fix(config): DB is the source of truth; stop leaking rules via YAML fallbacks
867,97a48dd80ad1e77c3c8a4f81db01579ce3daeb58,2026-04-05T16:15:39Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.8 [skip ci]
868,faa46db96a16b72058a803d82dc1a3645b1e916c,2026-04-05T16:28:31Z,fix,no,terminal;workers;testing_quality,terminal,,3,138,33,fix(terminal): atomic subscribe+snapshot to eliminate output-loss race
869,b5888360c08bb0c8119f4c6c16c070d6aa386286,2026-04-05T16:28:52Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.9 [skip ci]
870,5e0ee863755e3aa27dd755bcc343378024f670d3,2026-04-05T16:44:20Z,fix,no,resources;ui_ux;testing_quality,resources,,2,100,43,fix(ws): stop main-WS IP counter from leaking on handshake errors
871,b330d2b3550b7d6a421ddedcde68447d12536c8c,2026-04-05T16:44:38Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.10 [skip ci]
872,b58498b7d1b1502a677c1dcfafe8bba554f8a7a8,2026-04-05T16:50:13Z,feat,no,settings;providers,settings,,4,139,4,feat(banner): loud startup output when config source is DB and match fails
873,8389e459e4554e2eebccc4c21fd7d1ad38d71f4f,2026-04-05T16:50:21Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.11 [skip ci]
874,264429139a2e8598ee24f15573f3c07c1539bfad,2026-04-05T16:58:55Z,fix,no,workers;testing_quality,workers,,2,274,304,"fix(init): state-aware flow, kill confusing keep/port/fresh prompt"
875,409f3daf520089b65646795736e5990267617c1e,2026-04-05T16:59:02Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.12 [skip ci]
876,18e41829095ad30fe79f1b0324fe5e4fc4d50260,2026-04-05T17:08:36Z,fix,no,resources;testing_quality,resources,,2,86,79,"fix(cli): route every command through DB-first loader, not raw YAML"
877,a611f7b05f07ef2d690f0ca1433fa7cf80a6c270,2026-04-05T17:08:45Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.13 [skip ci]
878,2e7800aef5a7c0f701c25ba4debb84954b0f5c61,2026-04-05T17:17:51Z,fix,no,workers;settings,workers;settings,,1,44,9,fix(banner): distinguish configured vs running workers; kill false MISMATCH
879,682ecfe95369fbce4faa862418f5c8ad6ea55abb,2026-04-05T17:18:00Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.14 [skip ci]
880,7b29ddab55cf6a56cea7ec895c6d5f4e50adeb3b,2026-04-05T17:19:44Z,fix,no,deploy_release,deploy_release,,1,15,3,fix(update): stop logging FileNotFoundError traceback for missing cache
881,ffe0843924c2a71b2387f33fa80b42c7af52ecb7,2026-04-05T17:19:51Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.15 [skip ci]
882,3278604f8dba93f1e3c2b2f7d82439c25f010452,2026-04-05T17:30:13Z,fix,no,testing_quality,,,2,147,4,fix(banner): never display 0.0.0.0; enumerate real addresses for headless
883,86d346643d0c8151550e399cf4bf215270ace0fa,2026-04-05T17:30:20Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.16 [skip ci]
884,a0702b1d86b11581daaa6c188ebbcdf862f41af1,2026-04-05T18:02:09Z,docs,no,providers,providers,,1,95,10,"docs(readme): document MCP, pipelines, messaging, and SQLite"
885,f3c36aea071c1d23106c33a9fc1dc1824c2f4f3b,2026-04-05T18:02:20Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.17 [skip ci]
886,4be389e00a69a4c4e04637e514b024b47374e03a,2026-04-05T18:40:18Z,feat,no,deploy_release;ui_ux;testing_quality,,,12,1442,0,"feat(feedback): add in-app feedback flow for bugs, features, questions"
887,a45a9575d14e20ee48cce7f4b811a1ea358bf69a,2026-04-05T18:40:37Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.18 [skip ci]
888,1f2a3721249c3206c288dd3c7eb615620343e6e8,2026-04-05T18:46:51Z,fix,no,settings;testing_quality,settings,,2,76,98,fix(feedback): serialize live HiveConfig instead of reading swarm.yaml
889,123c38805b23d51f88db3d294f150ba2ba608396,2026-04-05T18:47:04Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.19 [skip ci]
890,cb64341df51bcc7c6fb0b08195e2ae501578ba1d,2026-04-05T19:15:30Z,feat,no,ui_ux;testing_quality,,,5,497,8,feat(feedback): submit via gh CLI to bypass 8KB URL limit
891,56f0ed9dea7e0f042cebb93b73f0a006a73d1cb9,2026-04-05T19:15:52Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.20 [skip ci]
892,e8275d3e13d2186ea644e5a840b0d70f898a5d0f,2026-04-05T20:02:23Z,feat,no,security_auth;ui_ux;testing_quality,testing_quality,,3,152,21,feat(feedback): preview and edit final issue body before gh submission
893,8883988120530f4569c8aada22eaf9f5f2ffd300,2026-04-05T20:02:36Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.21 [skip ci]
894,55f85476d90fdbc291dcd6837a0303e1877c36b4,2026-04-05T21:38:41Z,docs,no,providers;testing_quality,testing_quality,,10,540,73,"docs: comprehensive audit — resolve drift, coverage gaps, and status"
895,19fa5fae794a75fefeb07dfbe98916e8cd6f4727,2026-04-05T21:39:06Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.22 [skip ci]
896,a82a894e082c1352cc45f91c2c2c889319a67d39,2026-04-05T22:14:47Z,fix,no,messaging;testing_quality,messaging,,3,208,4,fix(hooks): restore SessionEnd/event broadcasts and read hook_event_name
897,1cfab2cd6b6a21465e6841f67656d58adac36655,2026-04-05T22:14:59Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.23 [skip ci]
898,805a7cef87bb01d7ee66a814ccaff7a4b455f534,2026-04-05T22:37:46Z,feat,no,recovery;deploy_release;testing_quality,recovery;deploy_release,,2,320,6,feat(update): auto-restart running daemon after install
899,1eedd449d275e2b426944bbdf3dcf70b542cb8e1,2026-04-05T22:38:00Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.5.24 [skip ci]
900,a59dcbb1e936bf9982ca8c864fd19920ac92a420,2026-04-06T22:20:53Z,fix,no,tasks;workers;email;settings;ui_ux;testing_quality,workers;email;settings,,21,288,89,"fix: auto-draft email replies, persist worker/group order, config auto-save"
901,a2180b42e4f6ccb60f6cd4ce76ac374754b4e4e0,2026-04-06T22:21:19Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.6 [skip ci]
902,8f009c288b3c278ca699f5cf69a26ace8a540d44,2026-04-07T22:24:19Z,feat,no,security_auth;settings,security_auth;settings,,2,17,9,feat(config): add Graph client secret field for tunnel/domain OAuth
903,35c3e99d878b62e6cbbd08a7e31b92e1ebd4b080,2026-04-07T22:24:45Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.7 [skip ci]
904,1fc3a3fa83b74c9f3d0559afba4b38091bbd01c6,2026-04-08T19:14:45Z,fix,no,tasks;providers,,,7,67,31,"fix: audit remediation — add exception logging, optimize DB queries and indexes"
905,03775f41ab2c4c79e7aab9ded1b8532e0404f5c3,2026-04-08T19:37:05Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.8 [skip ci]
906,ff46dd32c610b5cc8e70c2279d163d9806b49f4a,2026-04-10T21:26:35Z,fix,no,jira;settings,jira;settings,,1,1,0,fix(config): wire up Disconnect Jira button click handler
907,1786436aee5f2421a5fad81906d168cc41d18855,2026-04-10T21:26:51Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.10 [skip ci]
908,81ef9eed6688f799c21f4b26dc25dce43656a8bd,2026-04-10T21:30:09Z,feat,no,tasks;providers;ui_ux,tasks;providers;ui_ux,,4,31,4,feat(tasks): support attachments in MCP create_task and edit modal
909,b52980d8d5625ea93b08f46706c927462cd4a270,2026-04-10T21:30:24Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.10.2 [skip ci]
910,bd63634f793057a1dd80a8ecb695bc3ff4d5d115,2026-04-12T14:51:05Z,feat,no,drones;workers;deploy_release;testing_quality,workers,,5,486,0,feat(hooks): add SessionStart hook for automatic worker bootstrap
911,d84fc85d065e24800391f1e82a809e8fc35987e1,2026-04-12T14:52:16Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.12 [skip ci]
912,44cf39cabe409296d16e8758cd824d71f651f622,2026-04-14T17:45:33Z,feat,no,settings;providers;deploy_release;testing_quality,settings;providers;deploy_release,#121,3,141,1,feat(update): sync claude-team-config on daemon startup (#121)
913,50c2dea7516faeca89f5e8c23d2df3e37651e4c6,2026-04-14T17:45:59Z,feat,no,jira;resources;testing_quality,jira;resources,,4,551,2,"feat(jira): add issue refresh, attachment download, and comment/attachment sync"
914,d5d7df72673d96dfea6cd97e491d81f9d70cde97,2026-04-14T17:46:14Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.14 [skip ci]
915,2b7b596b4c9cccedea3fbe4a8ccc4f566deb18f6,2026-04-14T17:53:20Z,fix,no,workers;providers;deploy_release,workers;providers;deploy_release,,1,16,1,fix(mcp): preserve ?worker= param when install() rewrites .mcp.json
916,60bf8a3885fda30350703ca60035ce7f9eed437a,2026-04-14T17:53:36Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.14.2 [skip ci]
917,10657fb6e1100b1ca6bb7fc2538e2051c25ad6a3,2026-04-16T18:59:57Z,feat,no,workers;providers;testing_quality,providers,,2,250,27,feat(mcp): enrich tool descriptions with trigger hints and examples
918,71e77e4c276ae12b8533ce3b2acc9cb2d761e0e7,2026-04-16T19:03:16Z,feat,no,providers;testing_quality,,,4,91,8,feat(pipelines): accept full cron expressions for step schedules
919,c04c9b0fa68d4dc36ba404201df32e2c6f526aa8,2026-04-16T19:07:16Z,feat,no,drones;workers;security_auth;messaging;testing_quality,security_auth,,4,113,1,feat(hooks): log compact events with before/after token deltas
920,a77b75a5b5b6d2e426605295201909790dfc767e,2026-04-16T19:11:59Z,feat,no,drones;security_auth;providers;ui_ux;testing_quality,drones;ui_ux,,7,169,0,feat(drones): expose auto-approval rate gauge in dashboard header
921,3ce702b6c9ea9b6268321eb7c19b217eaea1ab00,2026-04-16T19:17:37Z,feat,no,settings;testing_quality,testing_quality,,7,313,6,feat(testing): pin infra snapshot to every swarm test run
922,e47f06dba67a6039ab5d0e4d71a02a8ece9e2c62,2026-04-16T19:21:24Z,feat,no,providers;testing_quality,providers,,2,249,1,feat(mcp): add swarm_batch tool for one round-trip op sequences
923,611495155bfbec1340f5d346a7d9265c86580285,2026-04-16T19:26:04Z,feat,no,security_auth;providers;testing_quality,security_auth;providers,,3,420,0,feat(services): claude_code_security scan handler with dedup
924,f2c7c33499d5692d1d6c2d6fb0ce82226a614c16,2026-04-16T19:31:38Z,feat,no,tasks;workers;settings;testing_quality,tasks;workers,,6,481,3,feat(skills): SQLite-backed registry for task-type → slash-command
925,eacf86348a1200c477c4bec1cc66a9510297a794,2026-04-16T19:35:39Z,feat,no,providers;testing_quality,providers,,4,472,0,feat(cli): analyze-tools command for MCP usage reports
926,1057e3105564b52bf1882651564925c9fe9794b4,2026-04-16T19:40:14Z,feat,no,security_auth;settings;providers;deploy_release;testing_quality,settings,,4,274,4,feat(hooks): opt-in sandbox detection and settings merge
927,f840450d6d94728d7cbee9be3589046562831958,2026-04-16T20:25:40Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.16 [skip ci]
928,08971829193db770a439015af0a82d3ff64ab349,2026-04-16T21:03:39Z,docs,no,providers,,,10,183,14,docs: cover the 10 Anthropic-inspired features across README/CHANGELOG/specs
929,cefe68981ccf43c867f3df11f8cadc720433d800,2026-04-16T21:03:55Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.16.2 [skip ci]
930,5b78e998310021f8672f2c3151863e06d5ede17f,2026-04-16T21:12:45Z,refactor,no,drones;workers;resources;settings;providers;deploy_release;testing_quality,settings;providers;testing_quality,,26,15,70,refactor(config): remove auto_mode — Claude Code has built-in auto mode now
931,6aae37de45633f686fe04cc341928949c74fb4df,2026-04-16T21:12:57Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.16.3 [skip ci]
932,b50c03ded344186923e696d5fc98ef4453f58035,2026-04-16T21:21:09Z,fix,no,tasks;drones;workers;providers;testing_quality,tasks;drones,,2,120,2,fix(drones): prevent runaway /compact queue when context error persists
933,2984601121fc55c8480e56e20f07c86612cb68e5,2026-04-16T21:21:22Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.16.4 [skip ci]
934,ea90d87cebd3ec15f3b86a79ea0db7326df2c71b,2026-04-16T22:17:41Z,docs,no,resources;providers;ui_ux,resources;providers;ui_ux,,1,13,0,docs(CLAUDE.md): document the dashboard dev-reload flow
935,2171b556bb7fa0c3fffcbfb48425ea685e416d08,2026-04-16T22:17:53Z,chore,no,deploy_release,deploy_release,,2,2,2,chore(version): bump to 2026.4.16.5 [skip ci]
936,0d68942924d66411259bbd602862756ad5c706d0,2026-04-17T01:35:51Z,release,yes,tasks;deploy_release;testing_quality,deploy_release,,4,406,56,release: 2026.4.17
937,05e10d42ad44ef6c0b3904e25e49aec9ed09aa62,2026-04-17T21:45:30Z,release,yes,workers;providers;deploy_release;testing_quality,deploy_release,,9,220,2,release: 2026.4.17.2
938,a730919095c54e662281571b6b14d626bb3c9470,2026-04-18T16:38:22Z,fix,no,tasks;providers;testing_quality,tasks;providers,#142,2,252,16,fix(mcp): surface newer task assignments in swarm_task_status (task #142)
939,49600031911c6ee1faed24411ab6d69c6a5d713b,2026-04-18T16:47:44Z,release,yes,tasks;providers;deploy_release,deploy_release,,3,10,2,release: 2026.4.18
940,cbbf9802fd3609f5936694d29f9315076a1515df,2026-04-18T20:51:25Z,fix,no,tasks;workers;providers;testing_quality,tasks;workers;providers,#169,2,196,11,fix(mcp): require task number when worker has multiple in_progress (task #169)
941,ccaea09cb5d3e359063dd73a80afedfc493a56c6,2026-04-18T20:54:25Z,release,yes,providers;deploy_release;ui_ux;testing_quality,deploy_release,,6,82,4,release: 2026.4.18.2
942,c4380b3313a9166d1b776edf2b3ffd5bc73f55d0,2026-04-18T23:37:43Z,release,yes,settings;providers;deploy_release;ui_ux;testing_quality,deploy_release,,8,201,3,release: 2026.4.18.3
943,851fa0600385371c8c90a6bad7cd1899669509a2,2026-04-19T00:00:23Z,release,yes,providers;deploy_release;testing_quality,deploy_release,,5,211,5,release: 2026.4.19
944,e317c61e29cb9e34224b1ac83bb5988109557d8d,2026-04-20T14:29:37Z,release,yes,tasks;queen;drones;workers;messaging;settings;providers;deploy_release;ui_ux;testing_quality,deploy_release,,34,4250,97,release: 2026.4.20
945,0e3df89002504d11770aaa2e405d0891ca5225cf,2026-04-20T23:13:55Z,fix,no,tasks;testing_quality,tasks,#211,3,143,2,fix(hooks): add SWARM_OPERATOR bypass to approval hook (task #211)
946,c9cc00fc7171475cfb437c62fbfe02992bb55566,2026-04-20T23:38:47Z,diag,no,terminal;recovery;resources;ui_ux,terminal,,3,127,11,diag(terminal): add [term-trace] logging across PTY→WS path
947,0854e642c30dd2080a1baa881b27f9274f0f7947,2026-04-21T00:27:03Z,diag,no,terminal,terminal,,3,11,11,diag(terminal): promote [term-trace] logs to WARNING
948,c32fd96756af5a83838ec0550993b1ce358d62c2,2026-04-21T01:09:03Z,fix,no,terminal;workers;resources;testing_quality,terminal;workers,,3,102,19,fix(pty): buffer output for unknown workers during discovery
949,634ceacf58781327086fc7f62227fa0425205007,2026-04-21T16:14:12Z,feat,no,tasks;queen;drones;worker_state;workers;settings;providers;testing_quality,tasks;queen;drones;worker_state;workers,#225,12,795,1,"feat(momentum): autonomous worker task-push dispatch, idle-watcher drone, post-ship self-loop (task #225)"
950,a590fa53f456e742b6aff64aa65f7e88b2f02b69,2026-04-21T16:49:38Z,release,yes,tasks;queen;workers;deploy_release,deploy_release,#225,3,10,2,release: 2026.4.21
951,045b26b15f914b4f653c59e962ec067d84ea29cd,2026-04-21T17:03:01Z,feat,no,tasks;messaging;providers;testing_quality,tasks;messaging;providers,#226,5,227,10,feat(mcp): broadcast tools/list_changed to connected sessions (task #226)
952,8036d3f101afbff818dec1a3435937c97b76a65e,2026-04-21T17:06:13Z,release,yes,tasks;messaging;providers;deploy_release,deploy_release,#226,3,10,2,release: 2026.4.21.2
953,23f1cc2eaf34d42dab2f2ac05badad134327b03e,2026-04-21T17:16:32Z,diag,no,terminal;resources;testing_quality,terminal,,4,95,19,diag(terminal): add input-path [term-trace] counters
954,3964981e4d87d94366d4af7eca324d4ad7c48cf0,2026-04-21T17:28:52Z,fix,no,resources;providers;testing_quality,resources;providers,,4,205,17,fix(mcp): invalidate sessions on reload via 404 — the actual fix
955,317dd4cde3c9979e211e98f9636447fd4193ae7c,2026-04-21T19:31:51Z,fix,no,tasks;workers;providers;testing_quality,tasks;workers;providers,#227,4,194,101,fix(mcp): auto-revive session on unknown Mcp-Session-Id (task #227)
956,0df45be692dd2a2e3242088274eee7b41a956f5d,2026-04-21T19:48:48Z,fix,no,terminal;resources;testing_quality,terminal;resources,,3,76,1,fix(pty): raise holder write-buffer threshold to 8 MB — the actual reload lockup
957,1b57ae38ec8fafb1eadd892a0be5b5e40ff55ffa,2026-04-21T19:54:03Z,release,yes,resources;deploy_release,deploy_release,,3,10,2,release: 2026.4.21.3
958,9966305132292eeea68be09769ab6d0fda6594b9,2026-04-21T21:10:54Z,fix,no,terminal;tasks;drones;worker_state;workers;recovery;resources;testing_quality,terminal;tasks;recovery;resources,#233,7,169,4,fix(state): pressure RESUME clears fingerprints; log STATE_TRANSITION (task #233)
959,a1d474c7fdb3397d87510ec53bb84feac089d879,2026-04-21T22:57:31Z,feat,no,tasks;queen;drones;workers;messaging;providers;testing_quality,tasks;queen;drones;workers;messaging,#235,11,864,4,feat(queen): message auto-pickup + inter-worker nudge drone (task #235)
960,c4835e2ba1cb76324a4cfea8aeb0092bc92e7a95,2026-04-21T23:09:02Z,fix,no,tasks;drones;worker_state;recovery;resources;testing_quality,tasks;worker_state;recovery;resources,#236,7,315,15,fix(pressure+state): hysteresis + measured values + stuck-BUZZING net (task #236)
961,37273fc393c69c9518e598cda080e80f67eaa1d1,2026-04-21T23:38:03Z,fix,no,tasks;queen;messaging;settings;providers;testing_quality,tasks;queen;messaging;settings,#237;#235,4,167,21,fix(queen): full-body view option on queen_view_messages + stream (task #237)
962,94126729ab2d170781d04c1db9c83c4be0ef4c13,2026-04-21T23:57:02Z,fix,no,tasks;workers;providers;testing_quality,tasks;workers;providers,#239;#226;#227,4,177,11,fix(mcp): SSE POST-response piggyback on auto-revive (task #239)
